id;timestamp;temperature;moisture;ph;conductivity;nitrogen;phosporus;kalium;node;real_n;real_p;real_k;real_fe;real_zn;real_cu;macro_now;micro_now;add_ma;add_mi;need_ma;need_mi
82;2025-05-21 22.26.29;15,0;15,0;4,0;60,0;29,0;23,0;21,0;1;54,3;43,1;39,3;2,2;2,5;3,0;136,7;7,8;151,3;0,2;1;1
85;2025-05-21 22.26.52;15,0;15,0;4,0;60,0;55,0;45,0;60,0;1;103,0;84,2;112,3;2,2;2,5;3,0;299,5;7,8;-11,5;0,2;0;1
90;2025-05-21 22.27.29;15,0;15,0;4,0;60,0;56,0;40,0;62,0;1;104,8;74,9;116,1;2,2;2,5;3,0;295,8;7,8;-7,8;0,2;0;1
91;2025-05-21 22.27.37;15,0;15,0;4,0;60,0;57,0;42,0;60,0;1;106,7;78,6;112,3;2,2;2,5;3,0;297,6;7,8;-9,6;0,2;0;1
93;2025-05-21 22.27.52;15,0;15,0;4,0;60,0;56,0;43,0;60,0;1;104,8;80,5;112,3;2,2;2,5;3,0;297,6;7,8;-9,6;0,2;0;1
94;2025-05-21 22.27.59;15,0;15,0;4,0;60,0;58,0;40,0;61,0;1;108,6;74,9;114,2;2,2;2,5;3,0;297,6;7,8;-9,6;0,2;0;1
95;2025-05-21 22.28.06;15,0;15,0;4,0;60,0;57,0;45,0;59,0;1;106,7;84,2;110,4;2,2;2,5;3,0;301,4;7,8;-13,4;0,2;0;1
104;2025-05-21 22.29.14;15,0;15,0;4,0;60,0;58,0;44,0;57,0;1;108,6;82,4;106,7;2,2;2,5;3,0;297,6;7,8;-9,6;0,2;0;1
108;2025-05-21 22.29.44;15,0;15,0;4,0;60,0;55,0;45,0;49,0;1;103,0;84,2;91,7;2,2;2,5;3,0;278,9;7,8;9,1;0,2;1;1
126;2025-05-21 22.31.59;15,0;15,0;4,0;60,0;30,0;22,0;29,0;1;56,2;41,2;54,3;2,2;2,5;3,0;151,6;7,8;136,4;0,2;1;1
134;2025-05-21 22.32.59;15,0;15,0;4,0;60,0;36,0;22,0;35,0;1;67,4;41,2;65,5;2,2;2,5;3,0;174,1;7,8;113,9;0,2;1;1
139;2025-05-21 22.33.37;18,0;22,0;4,0;65,0;29,0;13,0;23,0;1;54,3;24,3;43,1;3,3;3,3;3,5;121,7;10,1;166,3;-2,1;1;0
145;2025-05-21 22.34.22;19,0;25,0;4,0;78,0;28,0;17,0;26,0;1;52,4;31,8;48,7;3,7;3,8;4,4;132,9;11,9;155,1;-3,9;1;0
150;2025-05-21 22.35.00;22,0;30,0;4,0;78,0;24,0;23,0;23,0;1;44,9;43,1;43,1;4,5;4,3;4,6;131,0;13,3;157,0;-5,3;1;0
152;2025-05-21 22.35.15;23,0;35,0;4,0;80,0;33,0;21,0;20,0;1;61,8;39,3;37,4;5,2;4,8;4,9;138,5;14,9;149,5;-6,9;1;0
155;2025-05-21 22.35.39;26,5;37,0;4,1;85,0;34,0;27,0;24,0;1;63,6;50,5;44,9;5,4;5,0;5,2;159,1;15,6;128,9;-7,6;1;0
158;2025-05-21 22.36.00;26,5;38,0;4,0;90,0;37,0;17,0;22,0;1;69,3;31,8;41,2;5,7;5,2;5,5;142,3;16,5;145,7;-8,5;1;0
160;2025-05-21 22.36.15;26,5;38,0;4,0;99,0;27,0;21,0;21,0;1;50,5;39,3;39,3;5,7;5,4;6,0;129,2;17,1;158,8;-9,1;1;0
161;2025-05-21 22.36.23;26,5;38,0;4,1;102,0;29,0;21,0;20,0;1;54,3;39,3;37,4;5,6;5,4;6,2;131,0;17,2;157,0;-9,2;1;0
167;2025-05-21 22.37.09;26,4;38,0;4,0;100,0;36,0;17,0;24,0;1;67,4;31,8;44,9;5,7;5,4;6,1;144,1;17,2;143,9;-9,2;1;0
171;2025-05-21 22.37.38;26,5;38,0;4,0;100,0;55,0;45,0;60,0;1;103,0;84,2;112,3;5,7;5,4;6,1;299,5;17,2;-11,5;-9,2;0;0
172;2025-05-21 22.37.46;26,5;38,0;4,0;102,0;56,0;40,0;62,0;1;104,8;74,9;116,1;5,7;5,5;6,2;295,8;17,4;-7,8;-9,4;0;0
176;2025-05-21 22.38.15;26,5;38,0;4,0;105,0;57,0;42,0;60,0;1;106,7;78,6;112,3;5,7;5,5;6,4;297,6;17,6;-9,6;-9,6;0;0
183;2025-05-21 22.39.07;26,4;38,0;4,0;110,0;56,0;43,0;60,0;1;104,8;80,5;112,3;5,7;5,6;6,7;297,6;18,0;-9,6;-10,0;0;0
186;2025-05-21 22.39.30;26,4;38,0;4,0;111,0;58,0;40,0;61,0;1;108,6;74,9;114,2;5,7;5,6;6,7;297,6;18,0;-9,6;-10,0;0;0
199;2025-05-21 22.41.08;26,4;40,0;4,0;172,0;57,0;45,0;59,0;1;106,7;84,2;110,4;6,0;7,0;10,2;301,4;23,2;-13,4;-15,2;0;0
201;2025-05-21 22.41.23;26,4;41,0;4,0;172,0;58,0;44,0;57,0;1;108,6;82,4;106,7;6,1;7,1;10,3;297,6;23,5;-9,6;-15,5;0;0
203;2025-05-21 22.41.37;26,4;43,0;4,0;172,0;55,0;45,0;49,0;1;103,0;84,2;91,7;6,4;7,2;10,3;278,9;24,0;9,1;-16,0;1;0
206;2025-05-21 22.41.59;26,3;45,0;4,0;172,0;34,0;10,0;23,0;1;63,6;18,7;43,1;6,7;7,4;10,4;125,4;24,6;162,6;-16,6;1;0
211;2025-05-21 22.42.36;26,4;46,0;4,0;172,0;31,0;16,0;22,0;1;58,0;30,0;41,2;6,9;7,5;10,4;129,2;24,9;158,8;-16,9;1;0
213;2025-05-21 22.42.51;26,3;47,0;3,9;172,0;31,0;29,0;27,0;1;58,0;54,3;50,5;7,1;7,7;10,5;162,9;25,3;125,1;-17,3;1;0
214;2025-05-21 22.42.58;26,3;47,0;3,9;172,0;38,0;18,0;20,0;1;71,1;33,7;37,4;7,1;7,7;10,5;142,3;25,3;145,7;-17,3;1;0
216;2025-05-21 22.43.13;27,0;48,0;3,9;172,0;31,0;29,0;25,0;1;58,0;54,3;46,8;7,3;7,8;10,6;159,1;25,6;128,9;-17,6;1;0
219;2025-05-21 22.43.36;26,3;49,0;3,9;172,0;36,0;16,0;23,0;1;67,4;30,0;43,1;7,4;7,9;10,6;140,4;25,9;147,6;-17,9;1;0
220;2025-05-21 22.43.44;26,3;50,0;3,9;172,0;37,0;10,0;32,0;1;69,3;18,7;59,9;7,6;8,0;10,6;147,9;26,2;140,1;-18,2;1;0
226;2025-05-21 22.44.29;26,3;92,6;3,9;172,0;35,0;25,0;31,0;1;65,5;46,8;58,0;14,0;11,9;12,2;170,4;38,1;117,6;-30,1;1;0
229;2025-05-21 22.44.52;26,3;91,5;3,9;172,0;37,0;27,0;27,0;1;69,3;50,5;50,5;13,8;11,8;12,2;170,4;37,8;117,6;-29,8;1;0
231;2025-05-21 22.45.07;26,3;92,1;3,9;172,0;37,0;23,0;27,0;1;69,3;43,1;50,5;13,9;11,9;12,2;162,9;38,0;125,1;-30,0;1;0
233;2025-05-21 22.45.22;26,3;91,5;4,0;172,0;38,0;24,0;22,0;1;71,1;44,9;41,2;13,7;11,8;12,1;157,2;37,6;130,8;-29,6;1;0
238;2025-05-21 22.46.00;26,3;92,0;4,0;172,0;34,0;15,0;22,0;1;63,6;28,1;41,2;13,8;11,8;12,2;132,9;37,8;155,1;-29,8;1;0
241;2025-05-21 22.46.22;26,3;91,5;4,0;172,0;36,0;10,0;21,0;1;67,4;18,7;39,3;13,7;11,8;12,1;125,4;37,6;162,6;-29,6;1;0
244;2025-05-21 22.46.43;26,3;92,6;4,0;172,0;30,0;12,0;21,0;1;56,2;22,5;39,3;13,9;11,9;12,2;117,9;37,9;170,1;-29,9;1;0
248;2025-05-21 22.47.13;26,3;92,1;4,0;172,0;30,0;23,0;21,0;1;56,2;43,1;39,3;13,8;11,8;12,2;138,5;37,8;149,5;-29,8;1;0
252;2025-05-21 22.47.42;26,2;92,1;4,0;172,0;33,0;16,0;27,0;1;61,8;30,0;50,5;13,8;11,8;12,2;142,3;37,8;145,7;-29,8;1;0
254;2025-05-21 22.47.57;26,2;92,1;4,0;172,0;33,0;10,0;31,0;1;61,8;18,7;58,0;13,8;11,8;12,2;138,5;37,8;149,5;-29,8;1;0
257;2025-05-21 22.48.19;26,2;92,1;4,0;172,0;34,0;24,0;24,0;1;63,6;44,9;44,9;13,8;11,8;12,2;153,5;37,8;134,5;-29,8;1;0
269;2025-05-21 22.49.47;26,2;92,4;3,9;172,0;37,0;25,0;35,0;1;69,3;46,8;65,5;13,9;11,9;12,2;181,6;38,1;106,4;-30,1;1;0
274;2025-05-21 22.50.25;26,2;92,1;3,8;172,0;30,0;25,0;27,0;1;56,2;46,8;50,5;14,0;12,0;12,3;153,5;38,2;134,5;-30,2;1;0
276;2025-05-21 22.50.39;26,2;92,1;3,8;172,0;34,0;16,0;22,0;1;63,6;30,0;41,2;14,0;12,0;12,3;134,8;38,2;153,2;-30,2;1;0
290;2025-05-21 22.52.24;26,2;92,0;3,8;171,0;30,0;20,0;20,0;1;56,2;37,4;37,4;14,0;11,9;12,2;131,0;38,1;157,0;-30,1;1;0
295;2025-05-21 22.53.00;26,2;91,5;3,8;172,0;38,0;29,0;25,0;1;71,1;54,3;46,8;13,9;11,9;12,2;172,2;38,0;115,8;-30,0;1;0
297;2025-05-21 22.53.15;26,1;91,8;3,8;172,0;38,0;14,0;37,0;1;71,1;26,2;69,3;13,9;11,9;12,3;166,6;38,1;121,4;-30,1;1;0
298;2025-05-21 22.53.22;26,2;92,0;3,8;172,0;34,0;15,0;27,0;1;63,6;28,1;50,5;14,0;11,9;12,3;142,3;38,2;145,7;-30,2;1;0
300;2025-05-21 22.53.37;26,1;92,0;3,8;172,0;31,0;11,0;20,0;1;58,0;20,6;37,4;14,0;11,9;12,3;116,1;38,2;171,9;-30,2;1;0
308;2025-05-21 22.54.36;26,1;92,0;3,8;172,0;39,0;26,0;33,0;1;73,0;48,7;61,8;14,0;11,9;12,3;183,5;38,2;104,5;-30,2;1;0
310;2025-05-21 22.54.52;26,1;91,5;3,8;171,0;39,0;28,0;20,0;1;73,0;52,4;37,4;13,9;11,9;12,2;162,9;38,0;125,1;-30,0;1;0
315;2025-05-21 22.55.29;26,1;92,3;3,8;171,0;36,0;11,0;28,0;1;67,4;20,6;52,4;14,0;12,0;12,2;140,4;38,2;147,6;-30,2;1;0
317;2025-05-21 22.55.44;26,1;92,0;3,8;171,0;30,0;16,0;21,0;1;56,2;30,0;39,3;14,0;11,9;12,2;125,4;38,1;162,6;-30,1;1;0
323;2025-05-21 22.56.29;26,1;91,5;3,8;172,0;28,0;11,0;22,0;1;52,4;20,6;41,2;13,9;11,9;12,2;114,2;38,0;173,8;-30,0;1;0
331;2025-05-21 22.57.27;26,1;92,6;3,8;171,0;31,0;15,0;25,0;1;58,0;28,1;46,8;14,1;12,0;12,2;132,9;38,3;155,1;-30,3;1;0
338;2025-05-21 22.58.18;26,1;92,1;3,8;172,0;36,0;15,0;24,0;1;67,4;28,1;44,9;14,0;12,0;12,3;140,4;38,2;147,6;-30,2;1;0
344;2025-05-21 22.59.01;26,1;92,1;3,7;171,0;36,0;19,0;29,0;1;67,4;35,6;54,3;14,1;12,0;12,3;157,2;38,3;130,8;-30,3;1;0
347;2025-05-21 22.59.22;26,1;92,0;3,7;171,0;35,0;23,0;32,0;1;65,5;43,1;59,9;14,1;12,0;12,3;168,5;38,3;119,5;-30,3;1;0
357;2025-05-21 23.00.35;26,0;92,0;3,8;171,0;31,0;13,0;26,0;1;58,0;24,3;48,7;14,0;11,9;12,2;131,0;38,1;157,0;-30,1;1;0
360;2025-05-21 23.00.56;26,0;91,8;3,8;171,0;35,0;17,0;28,0;1;65,5;31,8;52,4;13,9;11,9;12,2;149,8;38,0;138,2;-30,0;1;0
366;2025-05-21 23.01.40;26,0;91,7;3,8;171,0;31,0;13,0;21,0;1;58,0;24,3;39,3;13,9;11,9;12,2;121,7;38,0;166,3;-30,0;1;0
367;2025-05-21 23.01.47;26,0;92,0;3,8;171,0;28,0;24,0;22,0;1;52,4;44,9;41,2;14,0;11,9;12,2;138,5;38,1;149,5;-30,1;1;0
372;2025-05-21 23.02.24;25,9;92,0;3,8;171,0;35,0;20,0;29,0;1;65,5;37,4;54,3;14,0;11,9;12,2;157,2;38,1;130,8;-30,1;1;0
378;2025-05-21 23.03.09;26,0;91,5;3,8;171,0;24,0;11,0;20,0;1;44,9;20,6;37,4;13,9;11,9;12,2;103,0;38,0;185,0;-30,0;1;0
379;2025-05-21 23.03.16;26,0;91,5;3,8;171,0;36,0;18,0;23,0;1;67,4;33,7;43,1;13,9;11,9;12,2;144,1;38,0;143,9;-30,0;1;0
381;2025-05-21 23.03.30;26,0;92,1;3,8;171,0;22,0;17,0;20,0;1;41,2;31,8;37,4;14,0;11,9;12,2;110,4;38,1;177,6;-30,1;1;0
383;2025-05-21 23.03.45;26,0;92,1;3,8;171,0;38,0;10,0;35,0;1;71,1;18,7;65,5;14,0;11,9;12,2;155,4;38,1;132,6;-30,1;1;0
389;2025-05-21 23.04.30;25,9;92,0;3,8;171,0;24,0;12,0;22,0;1;44,9;22,5;41,2;14,0;11,9;12,2;108,6;38,1;179,4;-30,1;1;0
391;2025-05-21 23.04.44;25,9;92,0;3,8;171,0;31,0;14,0;25,0;1;58,0;26,2;46,8;14,0;11,9;12,2;131,0;38,1;157,0;-30,1;1;0
395;2025-05-21 23.05.14;25,9;92,0;3,8;171,0;25,0;15,0;21,0;1;46,8;28,1;39,3;14,0;11,9;12,2;114,2;38,1;173,8;-30,1;1;0
396;2025-05-21 23.05.21;25,9;91,3;3,8;171,0;36,0;11,0;27,0;1;67,4;20,6;50,5;13,9;11,9;12,2;138,5;37,9;149,5;-29,9;1;0
399;2025-05-21 23.05.44;25,9;91,5;3,8;171,0;24,0;14,0;23,0;1;44,9;26,2;43,1;13,9;11,9;12,2;114,2;38,0;173,8;-30,0;1;0
402;2025-05-21 23.06.05;25,9;92,1;3,8;171,0;32,0;26,0;23,0;1;59,9;48,7;43,1;14,0;11,9;12,2;151,6;38,1;136,4;-30,1;1;0
403;2025-05-21 23.06.13;25,9;91,5;3,8;171,0;39,0;19,0;32,0;1;73,0;35,6;59,9;13,9;11,9;12,2;168,5;38,0;119,5;-30,0;1;0
407;2025-05-21 23.06.43;25,9;92,0;3,8;171,0;39,0;25,0;32,0;1;73,0;46,8;59,9;14,0;11,9;12,2;179,7;38,1;108,3;-30,1;1;0
413;2025-05-21 23.07.26;25,9;91,3;3,8;171,0;28,0;15,0;25,0;1;52,4;28,1;46,8;13,9;11,9;12,2;127,3;37,9;160,7;-29,9;1;0
417;2025-05-21 23.07.55;25,8;91,7;3,8;171,0;33,0;24,0;21,0;1;61,8;44,9;39,3;13,9;11,9;12,2;146,0;38,0;142,0;-30,0;1;0
422;2025-05-21 23.08.33;25,8;91,8;3,8;171,0;37,0;25,0;24,0;1;69,3;46,8;44,9;13,9;11,9;12,2;161,0;38,0;127,0;-30,0;1;0
424;2025-05-21 23.08.47;25,8;91,8;3,8;171,0;33,0;26,0;21,0;1;61,8;48,7;39,3;13,9;11,9;12,2;149,8;38,0;138,2;-30,0;1;0
425;2025-05-21 23.08.55;25,8;91,8;3,8;171,0;55,0;45,0;60,0;1;103,0;84,2;112,3;13,9;11,9;12,2;299,5;38,0;-11,5;-30,0;0;0
427;2025-05-21 23.09.09;25,8;92,1;3,8;171,0;56,0;40,0;62,0;1;104,8;74,9;116,1;14,0;11,9;12,2;295,8;38,1;-7,8;-30,1;0;0
429;2025-05-21 23.09.24;25,9;92,0;3,8;171,0;57,0;42,0;60,0;1;106,7;78,6;112,3;14,0;11,9;12,2;297,6;38,1;-9,6;-30,1;0;0
433;2025-05-21 23.09.55;25,8;92,0;3,8;171,0;56,0;43,0;60,0;1;104,8;80,5;112,3;14,0;11,9;12,2;297,6;38,1;-9,6;-30,1;0;0
438;2025-05-21 23.10.32;25,8;92,1;3,8;171,0;58,0;40,0;61,0;1;108,6;74,9;114,2;14,0;11,9;12,2;297,6;38,1;-9,6;-30,1;0;0
445;2025-05-21 23.11.24;25,8;92,0;3,8;171,0;57,0;45,0;59,0;1;106,7;84,2;110,4;14,0;11,9;12,2;301,4;38,1;-13,4;-30,1;0;0
449;2025-05-21 23.11.55;25,8;92,1;3,8;171,0;58,0;44,0;57,0;1;108,6;82,4;106,7;14,0;11,9;12,2;297,6;38,1;-9,6;-30,1;0;0
451;2025-05-21 23.12.09;25,9;91,8;3,8;171,0;55,0;45,0;49,0;1;103,0;84,2;91,7;13,9;11,9;12,2;278,9;38,0;9,1;-30,0;1;0
452;2025-05-21 23.12.17;25,8;91,8;3,8;171,0;30,0;16,0;26,0;1;56,2;30,0;48,7;13,9;11,9;12,2;134,8;38,0;153,2;-30,0;1;0
456;2025-05-21 23.12.46;25,8;91,7;3,8;171,0;33,0;22,0;26,0;1;61,8;41,2;48,7;13,9;11,9;12,2;151,6;38,0;136,4;-30,0;1;0
463;2025-05-21 23.13.38;25,8;92,1;3,8;171,0;37,0;11,0;25,0;1;69,3;20,6;46,8;14,0;11,9;12,2;136,7;38,1;151,3;-30,1;1;0
466;2025-05-21 23.13.59;25,8;91,8;3,8;171,0;35,0;11,0;24,0;1;65,5;20,6;44,9;13,9;11,9;12,2;131,0;38,0;157,0;-30,0;1;0
471;2025-05-21 23.14.36;25,8;91,5;3,8;171,0;36,0;16,0;26,0;1;67,4;30,0;48,7;13,9;11,9;12,2;146,0;38,0;142,0;-30,0;1;0
476;2025-05-21 23.15.12;25,8;91,8;3,8;171,0;35,0;25,0;26,0;1;65,5;46,8;48,7;13,9;11,9;12,2;161,0;38,0;127,0;-30,0;1;0
488;2025-05-21 23.16.40;25,8;91,8;3,8;171,0;36,0;27,0;25,0;1;67,4;50,5;46,8;13,9;11,9;12,2;164,7;38,0;123,3;-30,0;1;0
489;2025-05-21 23.16.47;25,7;92,0;3,8;171,0;39,0;13,0;34,0;1;73,0;24,3;63,6;14,0;11,9;12,2;161,0;38,1;127,0;-30,1;1;0
495;2025-05-21 23.17.32;25,7;92,0;3,8;171,0;34,0;24,0;26,0;1;63,6;44,9;48,7;14,0;11,9;12,2;157,2;38,1;130,8;-30,1;1;0
497;2025-05-21 23.17.46;25,7;92,0;3,8;171,0;26,0;24,0;20,0;1;48,7;44,9;37,4;14,0;11,9;12,2;131,0;38,1;157,0;-30,1;1;0
507;2025-05-21 23.18.59;25,7;92,1;3,8;171,0;36,0;20,0;32,0;1;67,4;37,4;59,9;14,0;11,9;12,2;164,7;38,1;123,3;-30,1;1;0
513;2025-05-21 23.19.44;25,8;92,0;3,8;171,0;33,0;17,0;30,0;1;61,8;31,8;56,2;14,0;11,9;12,2;149,8;38,1;138,2;-30,1;1;0
520;2025-05-21 23.20.35;25,8;92,0;3,8;171,0;38,0;11,0;23,0;1;71,1;20,6;43,1;14,0;11,9;12,2;134,8;38,1;153,2;-30,1;1;0
521;2025-05-21 23.20.42;25,8;91,3;3,8;171,0;30,0;18,0;21,0;1;56,2;33,7;39,3;13,9;11,9;12,2;129,2;37,9;158,8;-29,9;1;0
526;2025-05-21 23.21.20;25,8;91,5;3,8;171,0;38,0;14,0;27,0;1;71,1;26,2;50,5;13,9;11,9;12,2;147,9;38,0;140,1;-30,0;1;0
527;2025-05-21 23.21.28;25,8;91,8;3,8;171,0;26,0;24,0;22,0;1;48,7;44,9;41,2;13,9;11,9;12,2;134,8;38,0;153,2;-30,0;1;0
528;2025-05-21 23.21.35;25,8;91,3;3,8;171,0;32,0;26,0;28,0;1;59,9;48,7;52,4;13,9;11,9;12,2;161,0;37,9;127,0;-29,9;1;0
532;2025-05-21 23.22.05;25,8;91,7;3,8;171,0;33,0;26,0;25,0;1;61,8;48,7;46,8;13,9;11,9;12,2;157,2;38,0;130,8;-30,0;1;0
543;2025-05-21 23.23.28;25,7;92,1;3,7;171,0;27,0;18,0;20,0;1;50,5;33,7;37,4;14,1;12,0;12,3;121,7;38,3;166,3;-30,3;1;0
544;2025-05-21 23.23.36;25,7;92,0;3,7;171,0;26,0;13,0;21,0;1;48,7;24,3;39,3;14,1;12,0;12,3;112,3;38,3;175,7;-30,3;1;0
548;2025-05-21 23.24.06;25,7;91,8;3,7;171,0;32,0;20,0;20,0;1;59,9;37,4;37,4;14,0;12,0;12,2;134,8;38,2;153,2;-30,2;1;0
559;2025-05-21 23.25.26;25,7;91,5;3,7;171,0;35,0;14,0;27,0;1;65,5;26,2;50,5;14,0;11,9;12,2;142,3;38,2;145,7;-30,2;1;0
563;2025-05-21 23.25.55;25,7;92,0;3,7;171,0;38,0;15,0;36,0;1;71,1;28,1;67,4;14,1;12,0;12,3;166,6;38,3;121,4;-30,3;1;0
565;2025-05-21 23.26.11;25,7;92,0;3,7;171,0;39,0;14,0;36,0;1;73,0;26,2;67,4;14,1;12,0;12,3;166,6;38,3;121,4;-30,3;1;0
572;2025-05-21 23.27.02;25,6;92,0;3,7;171,0;38,0;14,0;31,0;1;71,1;26,2;58,0;14,1;12,0;12,3;155,4;38,3;132,6;-30,3;1;0
576;2025-05-21 23.27.32;25,6;92,0;3,7;171,0;30,0;17,0;27,0;1;56,2;31,8;50,5;14,1;12,0;12,3;138,5;38,3;149,5;-30,3;1;0
578;2025-05-21 23.27.46;25,6;91,3;3,7;171,0;32,0;28,0;27,0;1;59,9;52,4;50,5;14,0;11,9;12,2;162,9;38,1;125,1;-30,1;1;0
581;2025-05-21 23.28.10;25,6;91,3;3,7;171,0;38,0;11,0;30,0;1;71,1;20,6;56,2;14,0;11,9;12,2;147,9;38,1;140,1;-30,1;1;0
582;2025-05-21 23.28.17;25,6;91,3;3,7;171,0;37,0;17,0;20,0;1;69,3;31,8;37,4;14,0;11,9;12,2;138,5;38,1;149,5;-30,1;1;0
586;2025-05-21 23.28.47;25,6;91,3;3,7;171,0;37,0;15,0;22,0;1;69,3;28,1;41,2;14,0;11,9;12,2;138,5;38,1;149,5;-30,1;1;0
588;2025-05-21 23.29.02;25,6;91,3;3,7;171,0;37,0;25,0;36,0;1;69,3;46,8;67,4;14,0;11,9;12,2;183,5;38,1;104,5;-30,1;1;0
589;2025-05-21 23.29.09;25,6;91,3;3,7;171,0;39,0;17,0;24,0;1;73,0;31,8;44,9;14,0;11,9;12,2;149,8;38,1;138,2;-30,1;1;0
592;2025-05-21 23.29.32;25,6;91,3;3,7;171,0;31,0;18,0;27,0;1;58,0;33,7;50,5;14,0;11,9;12,2;142,3;38,1;145,7;-30,1;1;0
594;2025-05-21 23.29.46;25,6;91,5;3,7;171,0;34,0;20,0;33,0;1;63,6;37,4;61,8;14,0;11,9;12,2;162,9;38,2;125,1;-30,2;1;0
595;2025-05-21 23.29.53;25,6;91,0;3,7;171,0;30,0;22,0;23,0;1;56,2;41,2;43,1;13,9;11,9;12,2;140,4;38,0;147,6;-30,0;1;0
596;2025-05-21 23.30.00;25,6;91,5;3,7;171,0;39,0;19,0;30,0;1;73,0;35,6;56,2;14,0;11,9;12,2;164,7;38,2;123,3;-30,2;1;0
600;2025-05-21 23.30.29;25,6;91,3;3,7;171,0;31,0;14,0;26,0;1;58,0;26,2;48,7;14,0;11,9;12,2;132,9;38,1;155,1;-30,1;1;0
604;2025-05-21 23.30.59;25,6;91,3;3,7;171,0;33,0;19,0;30,0;1;61,8;35,6;56,2;14,0;11,9;12,2;153,5;38,1;134,5;-30,1;1;0
610;2025-05-21 23.31.43;25,6;91,5;3,6;171,0;33,0;11,0;27,0;1;61,8;20,6;50,5;14,1;12,0;12,3;132,9;38,3;155,1;-30,3;1;0
